GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
0400000US12,12,Florida,7328046,25793,47463,329,80.5,0.2,50336,302,13.7,0.1,34563,782,0.3,0.1,35048,7461,2.2,0.1,57814,4349,N,N,47793,11803,1.8,0.1,39652,2343,1.4,0.1,42670,2007,19.3,0.1,40903,509,63.8,0.2,52321,336,3.0,0.1,26315,849,28.5,0.2,50523,501,38.1,0.2,55546,500,30.3,0.2,38425,460,4693411,24879,57212,401,37.2,0.3,51908,626,62.8,0.3,60037,457,72.0,0.4,68757,592,20.4,0.3,31730,428,7.5,0.2,41017,852,2634635,21591,30563,272,54.8,0.4,26667,364,46.4,0.5,23998,368,8.3,0.3,50212,1400,45.2,0.4,35919,493,34.6,0.4,30875,398,10.6,0.3,54610,1504,34.0,(X),(X),(X),34.2,(X),(X),(X),32.5,(X),(X),(X)
0400000US13,13,Georgia,3587521,13961,49321,543,63.0,0.3,56315,583,30.5,0.3,36521,603,0.2,0.1,36429,7207,3.1,0.1,67044,4222,N,N,61760,19622,1.9,0.1,37174,3334,1.2,0.1,45775,4444,6.3,0.1,39492,1985,59.1,0.3,57555,763,3.8,0.1,24751,1488,35.7,0.3,50875,568,39.6,0.3,59349,1159,20.9,0.2,36859,606,2426392,15122,58885,791,45.5,0.4,54073,1665,54.5,0.4,61903,760,69.7,0.5,74419,864,23.2,0.5,29444,835,7.1,0.3,40309,2025,1161129,13258,31104,495,53.9,0.6,27047,706,46.6,0.6,24969,852,7.4,0.4,46528,2664,46.1,0.6,35954,1013,36.4,0.7,31856,698,9.6,0.5,53072,2871,33.2,(X),(X),(X),34.1,(X),(X),(X),30.0,(X),(X),(X)
0400000US15,15,Hawaii,450769,4870,69592,1456,33.3,0.7,68415,3263,2.6,0.3,66343,10611,N,N,48567,13868,38.7,0.7,74723,2049,8.6,0.5,56766,3783,0.9,0.2,47059,3509,15.7,0.8,69801,3252,6.9,0.4,58683,6111,31.1,0.6,70259,2593,3.0,0.4,41660,7227,31.1,0.6,70761,2269,38.7,0.7,80106,1634,27.2,0.6,58150,2867,314151,5725,79187,1960,39.2,1.2,71781,2420,60.8,1.2,83002,2170,73.9,0.8,88986,2792,17.8,0.8,49797,4534,8.3,0.8,60872,6267,136618,5076,41669,1923,49.5,1.9,35022,2631,39.9,1.8,30012,1577,9.5,1.1,75937,7070,50.5,1.9,48937,3446,37.9,1.8,40481,2300,12.7,1.5,78937,6977,31.4,(X),(X),(X),31.8,(X),(X),(X),27.6,(X),(X),(X)
0400000US16,16,Idaho,591587,4733,47861,1275,94.2,0.4,48503,1295,N,N,30189,8234,1.2,0.2,42558,12899,1.2,0.2,53695,9789,N,N,35906,4556,1.4,0.2,37185,5102,1.5,0.2,34297,6880,8.2,0.3,39070,2666,88.0,0.4,49536,1343,5.2,0.4,23234,2103,33.4,0.6,51693,1515,37.0,0.6,60034,2601,24.4,0.5,36048,1440,407499,5941,58101,1643,44.2,1.1,55824,2313,55.8,1.1,59636,1715,79.7,1.1,65323,1458,13.6,0.9,30166,1909,6.8,0.8,38463,4172,184088,6013,26708,1149,52.6,1.6,23342,1321,44.3,1.6,21403,928,8.3,0.9,40729,5190,47.4,1.6,31118,1134,37.8,1.7,28264,2964,9.6,1.2,46406,3700,30.6,(X),(X),(X),30.6,(X),(X),(X),29.3,(X),(X),(X)
0400000US17,17,Illinois,4772421,12392,57444,429,76.2,0.2,62243,378,13.9,0.1,33369,1109,0.2,0.1,37049,6584,4.4,0.1,75908,3195,N,N,77540,51457,4.0,0.1,46104,1218,1.3,0.1,47687,4875,11.4,0.2,47466,972,69.2,0.2,64349,611,3.4,0.1,25901,1528,33.9,0.2,61967,529,39.5,0.2,70473,562,23.2,0.1,39898,572,3099184,17994,71796,579,43.7,0.4,67463,1211,56.3,0.4,74320,803,73.2,0.4,86541,681,19.4,0.3,33769,969,7.3,0.2,49230,1824,1673237,15699,34681,572,53.5,0.5,30142,408,45.8,0.5,26668,486,7.7,0.3,59822,2759,46.5,0.5,40769,609,36.6,0.5,35915,685,9.9,0.4,63310,2622,32.4,(X),(X),(X),33.6,(X),(X),(X),28.8,(X),(X),(X)
0400000US18,18,Indiana,2502739,10912,49446,487,86.2,0.2,51814,383,9.0,0.2,30112,1343,0.2,0.1,28343,6860,1.6,0.1,56238,5526,N,N,30250,19750,1.6,0.1,38922,4476,1.2,0.1,35339,6397,4.4,0.1,41125,2443,83.7,0.2,52105,390,4.9,0.2,24561,1795,32.7,0.3,53252,1173,39.0,0.3,59031,968,23.4,0.2,37521,543,1657223,12597,60780,522,42.8,0.4,56820,975,57.2,0.4,62973,882,73.6,0.6,72385,689,19.1,0.5,29454,815,7.3,0.3,42353,1470,845516,11094,29469,659,52.6,0.7,25257,553,44.7,0.7,22680,719,7.9,0.4,43411,2603,47.4,0.7,34694,931,37.3,0.8,31197,585,10.1,0.5,51367,2194,28.2,(X),(X),(X),28.3,(X),(X),(X),26.5,(X),(X),(X)
0400000US19,19,Iowa,1241471,6257,53712,761,93.5,0.2,54863,741,2.7,0.2,28883,3935,0.3,0.1,33981,18087,1.7,0.1,61271,2225,N,N,49112,28195,0.7,0.1,45986,13103,1.0,0.1,35681,3056,3.6,0.1,42447,4370,90.7,0.2,55243,705,5.7,0.3,27874,2151,31.7,0.4,61296,831,37.6,0.4,66128,1288,25.0,0.2,37099,722,801562,6871,67771,1010,43.6,0.5,66853,1440,56.4,0.5,68483,1211,79.4,0.7,77721,933,13.8,0.6,30666,1286,6.8,0.4,44788,2659,439909,6881,30280,622,52.3,0.9,25527,868,44.2,0.9,23504,702,8.1,0.6,43525,4627,47.7,0.9,36160,985,36.9,0.9,32104,930,10.8,0.6,54771,3016,29.6,(X),(X),(X),29.1,(X),(X),(X),28.9,(X),(X),(X)
0400000US20,20,Kansas,1109280,6429,52504,706,87.6,0.3,54702,799,5.7,0.2,32057,2570,0.9,0.1,42978,7306,2.2,0.1,63220,7452,N,N,N,N,1.6,0.1,40960,3684,1.9,0.2,38214,5860,7.7,0.2,39869,2524,82.0,0.3,56010,713,5.8,0.3,27990,2179,33.2,0.3,57186,1431,37.6,0.3,64951,1444,23.5,0.3,39009,957,728602,7887,66425,836,44.8,0.6,63138,1733,55.2,0.6,68706,1277,77.5,0.8,77721,1333,15.5,0.7,29974,1425,7.0,0.4,41435,2528,380678,6986,30376,503,53.1,0.9,26593,681,45.4,1.0,24377,858,7.7,0.6,45930,3090,46.9,0.9,34631,1535,38.8,0.9,31557,799,8.1,0.7,53412,3358,28.2,(X),(X),(X),28.1,(X),(X),(X),27.0,(X),(X),(X)
0400000US21,21,Kentucky,1712094,8632,42958,697,89.1,0.2,45020,646,7.9,0.2,26735,1277,0.3,0.1,26857,5774,1.0,0.1,60493,5828,N,N,27076,21664,0.5,0.1,32914,4731,1.2,0.1,38004,7241,2.1,0.1,33991,4160,87.6,0.2,45179,627,5.0,0.2,23085,1493,31.3,0.3,50396,836,39.5,0.4,50838,816,24.2,0.3,33041,834,1124586,10250,54776,748,41.3,0.5,51937,1111,58.7,0.5,56251,828,73.7,0.6,66162,781,19.2,0.6,24476,1057,7.0,0.4,35589,1733,587508,8821,24612,620,53.2,0.9,21941,590,46.1,0.9,19914,595,7.1,0.5,43095,3839,46.8,0.9,28172,1472,36.9,1.0,24591,1066,9.9,0.7,42675,2495,29.8,(X),(X),(X),29.9,(X),(X),(X),28.5,(X),(X),(X)
0400000US22,22,Louisiana,1718194,10232,44555,738,65.7,0.3,54290,988,30.7,0.3,27655,904,0.5,0.1,39161,7119,1.3,0.1,63293,4877,N,N,55224,26772,0.8,0.1,39048,6584,1.0,0.1,38985,8987,3.8,0.2,44938,2972,62.9,0.3,54940,981,4.5,0.2,24562,1993,33.5,0.4,50489,936,39.0,0.3,51696,770,23.0,0.3,32870,918,1112659,9882,56573,851,42.1,0.6,52084,1140,57.9,0.6,59248,1140,66.7,0.7,75066,1341,25.0,0.6,25756,745,8.3,0.4,42754,2798,605535,11470,26239,632,52.1,0.8,21611,531,45.6,0.8,19995,587,6.5,0.5,42204,3918,47.9,0.8,32130,787,38.8,0.8,30069,1238,9.1,0.6,51433,2916,34.6,(X),(X),(X),35.9,(X),(X),(X),30.8,(X),(X),(X)
0400000US23,23,Maine,549841,5205,49462,1112,96.3,0.3,50077,905,N,N,16760,12982,0.6,0.1,30215,9328,N,N,41731,28710,N,N,N,N,N,N,62188,25142,1.5,0.2,32677,5723,1.1,0.2,52477,13726,95.4,0.3,50041,944,2.8,0.4,24540,5571,26.9,0.5,55420,2024,42.8,0.5,57768,2051,27.5,0.5,35498,1124,344585,5357,62078,917,37.5,1.0,57518,2569,62.5,1.0,64395,1513,76.5,1.1,73188,1789,15.9,1.0,30398,1514,7.5,0.7,37234,4317,205256,5521,28732,1798,55.1,1.2,25185,1317,45.1,1.2,21413,972,9.9,0.9,54101,4897,44.9,1.2,33848,2417,33.7,1.2,26699,1549,11.2,1.1,57611,5052,24.8,(X),(X),(X),24.4,(X),(X),(X),23.6,(X),(X),(X)
0400000US24,24,Maryland,2165438,8230,73971,867,61.4,0.3,81915,919,29.0,0.3,59346,1596,0.3,0.1,52889,14951,5.3,0.1,94344,4022,N,N,71075,15307,2.1,0.1,58343,4148,1.9,0.1,71686,6451,6.2,0.2,63020,3545,57.9,0.2,82846,1279,2.5,0.2,33678,2783,32.5,0.3,76791,1528,42.2,0.3,89892,1493,22.9,0.2,52458,1007,1445972,11686,89678,1191,43.3,0.5,87808,2289,56.7,0.5,90716,1188,70.7,0.6,108624,1508,22.0,0.6,48215,1761,7.3,0.4,57095,3354,719466,9974,46684,831,55.7,0.8,41480,791,47.1,0.8,36694,837,8.6,0.5,73104,2873,44.3,0.8,52958,2180,33.9,0.8,47110,1476,10.4,0.6,82577,2906,33.0,(X),(X),(X),33.8,(X),(X),(X),29.4,(X),(X),(X)
0400000US25,25,Massachusetts,2549336,9145,69160,957,83.3,0.2,73614,938,6.2,0.2,42114,2137,0.2,0.1,41875,16570,5.1,0.1,81505,2952,N,N,82692,11553,3.4,0.2,30768,1512,1.8,0.1,49743,3619,8.4,0.2,34507,1948,78.9,0.2,75598,672,2.5,0.1,32491,2472,31.8,0.3,77266,1463,41.2,0.3,86036,1191,24.5,0.2,41489,889,1610581,11929,87951,980,43.3,0.5,89322,1763,56.7,0.5,87131,1142,73.5,0.5,106780,991,19.8,0.5,37994,1656,6.7,0.3,55338,2218,938755,12055,40329,834,55.3,0.6,34168,1243,45.5,0.6,28449,998,9.8,0.5,78332,2959,44.7,0.6,48510,2214,33.3,0.6,37035,1276,11.4,0.5,85290,4495,32.5,(X),(X),(X),33.5,(X),(X),(X),29.3,(X),(X),(X)
0400000US26,26,Michigan,3834574,12574,49847,385,81.5,0.2,53174,508,13.4,0.1,29697,846,0.5,0.1,39432,4700,2.2,0.1,72206,3603,N,N,N,N,0.9,0.1,41522,4799,1.5,0.1,33040,2961,3.2,0.1,42649,1934,79.3,0.1,53496,497,4.1,0.1,24719,1288,29.7,0.2,54168,846,41.0,0.2,60315,604,25.3,0.1,38373,473,2485159,14714,62143,472,41.3,0.4,60588,843,58.7,0.4,63244,657,73.0,0.4,75187,596,19.6,0.3,29446,803,7.3,0.2,41920,937,1349415,13856,29855,458,52.5,0.6,26048,437,44.8,0.6,24014,479,7.7,0.3,45423,2421,47.5,0.6,34174,854,37.9,0.6,31009,434,9.6,0.4,52223,2242,29.9,(X),(X),(X),30.0,(X),(X),(X),28.3,(X),(X),(X)
0400000US27,27,Minnesota,2129195,6975,61481,471,88.7,0.2,64281,802,4.7,0.2,27026,2683,0.9,0.1,32764,3541,3.3,0.1,67944,4505,N,N,52995,39583,1.0,0.1,40064,4075,1.3,0.1,43628,5159,3.0,0.1,42060,2718,86.8,0.2,64824,768,4.1,0.2,31406,1260,33.4,0.3,69296,1492,39.7,0.3,75500,945,22.8,0.2,40041,722,1369594,10930,77941,867,44.2,0.5,79227,1596,55.8,0.5,77110,856,78.6,0.5,89492,930,14.9,0.4,35707,930,6.6,0.3,50633,1748,759601,9403,36076,476,52.1,0.7,31085,532,43.6,0.7,26692,589,8.5,0.4,60525,2424,47.9,0.7,41590,800,36.9,0.6,35735,814,11.0,0.5,67838,3244,24.9,(X),(X),(X),24.8,(X),(X),(X),23.7,(X),(X),(X)
0400000US28,28,Mississippi,1095823,8793,39680,773,62.2,0.4,48591,1185,35.4,0.4,27252,678,0.4,0.1,37370,9772,0.8,0.1,47114,17860,N,N,-,**,0.6,0.1,46947,3847,0.7,0.2,32218,7033,1.8,0.1,41723,3287,61.1,0.4,48844,1222,3.4,0.3,22683,3389,32.6,0.5,43630,2037,39.0,0.5,45347,1150,24.9,0.4,30254,977,738463,9100,50178,750,41.4,0.8,46197,1660,58.6,0.8,51944,937,65.3,0.8,65255,1144,27.2,0.7,25326,1037,7.5,0.6,38100,2305,357360,7188,22407,810,52.8,1.2,19249,1029,48.1,1.2,17700,934,4.7,0.6,38559,5241,47.2,1.2,26597,1028,39.6,1.3,25082,1270,7.6,0.8,34020,7241,32.9,(X),(X),(X),34.5,(X),(X),(X),28.1,(X),(X),(X)
0400000US29,29,Missouri,2354809,12290,48363,567,84.3,0.2,51259,434,11.2,0.2,31617,1038,0.5,0.1,32347,4993,1.5,0.1,63179,6331,N,N,87851,72910,0.8,0.1,27683,5431,1.6,0.1,37676,4607,2.6,0.1,39724,3729,82.7,0.3,51383,441,4.6,0.2,23260,1448,31.9,0.3,53609,1161,38.7,0.3,57994,965,24.8,0.2,36059,617,1508816,13340,61299,545,41.8,0.5,59778,1323,58.2,0.5,62193,490,74.5,0.5,72355,743,18.6,0.5,30284,992,6.8,0.3,40242,2107,845993,12185,28375,556,53.8,0.7,25097,507,46.4,0.7,22943,553,7.4,0.4,46644,2392,46.2,0.7,32155,686,36.6,0.7,29132,1183,9.6,0.5,48725,2910,29.4,(X),(X),(X),30.0,(X),(X),(X),27.2,(X),(X),(X)
0400000US30,30,Montana,410962,3391,46328,1217,92.7,0.4,47651,1314,N,N,23920,4968,4.7,0.3,27937,3569,N,N,31865,9315,N,N,-,**,N,N,56198,20622,1.4,0.3,40757,11193,2.4,0.3,36281,4044,90.8,0.5,48005,1303,5.3,0.4,28156,3407,29.4,0.6,52390,1864,39.4,0.6,54753,2205,26.0,0.5,35710,1411,251176,5144,60643,919,39.6,1.2,60431,1791,60.4,1.2,60813,1406,79.4,1.1,68729,1358,13.5,0.8,26923,1913,7.1,0.7,45149,5402,159786,4588,27970,1542,49.1,1.5,23870,1357,40.6,1.4,21215,1036,8.5,1.0,39374,2760,50.9,1.5,34265,2237,39.7,1.9,30313,1772,11.2,1.3,57128,8496,31.4,(X),(X),(X),31.2,(X),(X),(X),30.2,(X),(X),(X)
0400000US31,31,Nebraska,740765,3795,52686,688,91.2,0.4,54628,726,4.2,0.3,30774,1856,0.7,0.1,21153,7746,1.6,0.1,45694,6768,N,N,68396,47037,1.0,0.1,42465,6297,1.2,0.2,38565,9133,6.8,0.2,40050,1997,85.8,0.4,55976,718,6.1,0.3,29170,2165,33.9,0.4,57385,1548,36.5,0.4,65649,1715,23.5,0.3,37174,1049,480317,5426,66120,1068,45.3,0.8,63242,2361,54.7,0.8,67991,1277,77.4,0.8,76812,944,16.2,0.7,31012,1427,6.4,0.4,46662,3042,260448,5166,30980,636,52.5,0.9,25433,915,44.8,1.0,22929,797,7.7,0.6,52387,3615,47.5,0.9,37289,1332,36.4,1.0,31922,929,11.1,1.0,58928,3802,27.7,(X),(X),(X),27.5,(X),(X),(X),26.6,(X),(X),(X)
0400000US32,32,Nevada,1021519,6553,51450,683,73.0,0.5,54099,865,8.7,0.3,36168,1629,1.1,0.1,46805,2620,6.9,0.3,58874,3327,0.5,0.1,43178,19710,7.0,0.4,41947,2468,2.8,0.2,52305,6510,20.5,0.4,43640,2285,60.5,0.4,56514,1134,3.8,0.3,32491,3804,34.9,0.5,53772,1700,38.3,0.5,59351,1576,23.0,0.3,40482,1002,642461,7985,60824,867,43.4,0.7,54245,2451,56.6,0.7,64658,1485,69.6,0.8,71166,1184,19.9,0.8,36368,1150,10.5,0.5,47067,2438,379058,7812,33861,1483,48.1,1.1,30089,1244,38.5,1.1,25649,1051,9.6,0.7,51624,5059,51.9,1.1,38894,2324,40.2,1.2,33577,2255,11.7,0.8,58613,3467,33.6,(X),(X),(X),34.1,(X),(X),(X),30.7,(X),(X),(X)
0400000US33,33,New Hampshire,519756,4605,66532,1297,95.1,0.3,66896,1393,N,N,47706,8750,N,N,30905,21419,2.0,0.2,77436,6160,N,N,N,N,N,N,29071,11596,1.3,0.2,55106,16011,2.4,0.2,44520,8576,93.5,0.4,67318,1531,3.1,0.3,34852,3517,28.8,0.6,75603,2722,44.3,0.6,79256,2075,23.8,0.5,43069,1940,345901,5099,80581,1396,40.0,1.1,80391,2658,60.0,1.1,80729,1982,78.3,1.1,93338,2465,14.7,1.0,38581,3376,7.0,0.7,51097,5883,173855,5558,37522,1794,51.9,1.4,31963,1283,41.0,1.4,26646,1288,10.9,1.0,66504,6800,48.1,1.4,45513,2843,35.0,1.6,37508,3034,13.1,1.3,70686,7133,26.7,(X),(X),(X),26.1,(X),(X),(X),26.3,(X),(X),(X)
0400000US34,34,New Jersey,3194844,10719,71919,438,71.6,0.3,77816,983,13.2,0.2,46342,1453,0.2,0.1,35206,10687,7.9,0.1,104045,4530,N,N,47083,31699,5.6,0.2,44072,1865,1.5,0.1,60607,7379,15.5,0.2,47794,1742,62.6,0.3,82182,728,1.6,0.1,35115,2218,31.1,0.2,76444,998,42.7,0.3,88866,1331,24.5,0.2,46170,825,2203675,15024,88419,975,44.2,0.4,89020,2229,55.8,0.4,88164,1167,73.0,0.4,107532,988,20.0,0.4,43014,933,7.0,0.3,57330,2452,991169,14189,40828,629,55.2,0.7,33905,1169,47.9,0.7,29865,899,7.3,0.4,73502,3821,44.8,0.7,49703,1729,35.5,0.8,41674,1114,9.4,0.5,85774,2049,34.6,(X),(X),(X),35.2,(X),(X),(X),31.5,(X),(X),(X)
0400000US35,35,New Mexico,760916,6897,44803,849,78.2,0.6,48048,1171,1.8,0.2,37773,9392,7.0,0.3,31592,1827,1.5,0.1,55988,8110,N,N,N,N,9.2,0.5,31712,1758,2.3,0.2,33810,5413,40.5,0.5,38236,1874,48.6,0.5,53422,1741,4.6,0.3,26618,2606,30.1,0.6,46241,1692,39.2,0.6,53062,1821,26.2,0.4,36740,1247,489532,7201,54705,1503,42.0,0.9,47287,1965,58.0,0.9,60266,2060,69.6,0.8,67573,2203,21.8,0.8,26831,1803,8.6,0.6,42411,3313,271384,7109,27160,1324,52.4,1.3,24496,1398,45.1,1.2,22157,1237,7.3,0.8,44537,4080,47.6,1.3,31081,1247,38.6,1.3,26788,1509,9.0,1.0,47045,5384,28.6,(X),(X),(X),29.8,(X),(X),(X),24.5,(X),(X),(X)
0400000US36,36,New York,7282398,15877,58878,393,68.9,0.2,66399,416,14.8,0.1,40912,612,0.4,0.1,41775,5274,6.9,0.1,61480,1324,N,N,30210,12137,7.1,0.1,35941,773,1.9,0.1,49803,3216,15.1,0.1,40740,773,62.5,0.2,68283,519,2.8,0.1,30936,961,32.1,0.2,65922,689,40.7,0.2,70076,680,24.4,0.1,39278,500,4621954,18878,71115,401,42.1,0.3,66383,855,57.9,0.3,73890,754,68.7,0.3,89684,695,23.3,0.2,36304,651,7.9,0.2,50289,1492,2660444,21709,37063,451,55.2,0.4,32089,484,46.8,0.4,27340,521,8.4,0.2,73951,2361,44.8,0.4,42743,934,34.7,0.4,36173,630,10.1,0.3,74250,2453,36.2,(X),(X),(X),38.3,(X),(X),(X),30.7,(X),(X),(X)
0400000US37,37,North Carolina,3790620,14716,46556,381,72.1,0.2,51707,432,21.3,0.2,33022,884,1.0,0.1,33094,1975,2.0,0.1,69651,4276,N,N,41953,12785,2.2,0.1,29978,1854,1.3,0.1,37547,3442,6.0,0.1,32463,1768,68.6,0.2,52759,588,4.2,0.2,23630,2347,33.3,0.3,49869,701,38.5,0.3,55226,718,24.0,0.2,36252,599,2492048,17217,57380,633,42.4,0.4,53349,1169,57.6,0.4,59598,663,72.4,0.4,71101,626,20.7,0.4,28916,760,6.9,0.3,35996,1464,1298572,16253,28820,561,55.5,0.6,25588,580,47.8,0.5,23118,611,7.7,0.4,46319,2078,44.5,0.6,32245,655,35.2,0.6,29099,982,9.3,0.4,49947,2188,28.5,(X),(X),(X),29.0,(X),(X),(X),26.1,(X),(X),(X)
0400000US38,38,North Dakota,305431,3533,59029,1681,90.6,0.6,61675,1145,N,N,23319,7892,4.1,0.4,30495,4933,N,N,56114,32764,N,N,-,**,N,N,61565,16069,1.7,0.5,41838,12036,2.2,0.4,44516,10601,89.2,0.6,61864,1182,9.6,0.7,32628,3107,33.8,0.7,67951,2713,34.7,0.8,75931,2325,22.0,0.5,37196,1621,187800,4204,75221,2022,45.1,1.2,71196,2725,54.9,1.2,77477,2095,79.3,1.4,84781,2231,13.1,1.2,30970,4147,7.5,1.0,46597,4361,117631,4196,33528,1881,44.9,2.0,28144,1448,37.5,1.6,25573,1474,7.4,1.4,54315,9469,55.1,2.0,41355,2163,42.4,2.2,34550,3865,12.7,1.9,68790,7749,29.5,(X),(X),(X),29.9,(X),(X),(X),27.4,(X),(X),(X)
0400000US39,39,Ohio,4593172,13994,49308,363,83.7,0.2,52600,415,12.3,0.1,26747,727,0.2,0.1,30882,6196,1.7,0.1,70377,4051,N,N,N,N,0.6,0.1,35377,2831,1.4,0.1,35713,1937,2.4,0.1,38794,2925,82.2,0.2,52815,445,4.0,0.1,23603,1344,31.2,0.2,54070,908,39.9,0.2,60090,585,24.9,0.2,36574,412,2923523,16690,62300,393,41.7,0.3,59565,1009,58.3,0.3,64188,655,72.0,0.4,76284,445,20.7,0.3,28505,777,7.3,0.2,43503,1800,1669649,15086,28786,501,53.1,0.5,25565,428,45.9,0.6,23322,460,7.2,0.3,49860,2389,46.9,0.5,32652,811,37.6,0.5,29108,815,9.3,0.4,55174,2055,28.8,(X),(X),(X),29.1,(X),(X),(X),27.0,(X),(X),(X)
0400000US40,40,Oklahoma,1459759,5575,47529,454,77.4,0.3,50830,423,7.4,0.2,30003,1454,6.4,0.2,40013,1419,1.6,0.1,49612,3667,N,N,37487,12238,1.8,0.1,37384,2169,5.4,0.2,44571,2763,6.6,0.2,37783,1661,73.2,0.3,51525,474,5.7,0.3,27580,1862,33.2,0.3,52491,893,37.1,0.3,55795,779,24.0,0.2,36820,754,966516,7153,58710,664,43.4,0.5,53744,1338,56.6,0.5,61619,721,73.5,0.5,69740,753,18.9,0.4,27955,1108,7.6,0.4,41943,1614,493243,7707,27680,692,52.1,0.8,24111,739,45.1,0.8,22163,634,6.9,0.5,47195,3620,47.9,0.8,32035,747,38.2,0.8,29094,1193,9.7,0.6,52893,3163,32.5,(X),(X),(X),33.0,(X),(X),(X),30.0,(X),(X),(X)
0400000US41,41,Oregon,1535511,6674,51075,490,88.5,0.4,51919,524,1.5,0.1,30892,4402,1.0,0.1,41480,6382,3.4,0.2,67748,6999,N,N,26987,10587,2.3,0.2,37623,3416,2.9,0.2,37469,5396,8.0,0.2,39780,1987,83.4,0.3,52915,777,4.1,0.3,25083,2178,32.8,0.4,55196,1230,37.6,0.4,61744,839,25.6,0.3,39337,726,966250,10337,62670,908,41.4,0.6,57269,1468,58.6,0.6,65995,979,75.6,0.7,74208,1134,17.0,0.6,31377,1512,7.4,0.4,42483,2313,569261,7984,31361,533,52.9,0.8,28860,923,42.3,0.8,25314,818,10.6,0.6,47795,3694,47.1,0.8,35390,1140,33.5,0.8,28399,2003,13.6,0.7,53887,3770,25.0,(X),(X),(X),24.3,(X),(X),(X),24.1,(X),(X),(X)
0400000US42,42,Pennsylvania,4945972,12878,53234,420,84.6,0.2,56862,428,10.1,0.1,32271,779,0.2,0.1,31632,7755,2.5,0.1,64041,3835,N,N,56984,46059,1.3,0.1,31952,2554,1.3,0.1,37432,2665,4.6,0.1,35231,1450,82.0,0.2,57540,503,2.9,0.1,26327,1199,29.7,0.2,60743,656,40.7,0.2,65822,679,26.7,0.2,36415,324,3185054,17847,67876,593,39.5,0.3,68076,1211,60.5,0.3,67781,567,74.2,0.4,80830,501,18.7,0.3,33140,1030,7.1,0.2,46600,1252,1760918,18013,30685,288,54.7,0.5,26160,373,47.1,0.5,23657,393,7.6,0.3,55810,1441,45.3,0.5,36627,542,36.0,0.5,31922,422,9.3,0.3,61204,1557,30.8,(X),(X),(X),30.9,(X),(X),(X),29.5,(X),(X),(X)
